Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
CHEM,345 Organic Chemistry I,13 Lab,03368,TH13.30-14,FLMA 438
CHEM,345 Organic Chemistry I,TH14-16.20,ARR ARR, ,""
CHEM,345 Organic Chemistry I,14 Lab,03369,W18.10-18.40,FLMA 438
CHEM,345 Organic Chemistry I,W18.40-21,ARR ARR, ,""
CHEM,345 Organic Chemistry I,15 Lab,03370,M14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,M14.40-17,ARR ARR, ,""
CHEM,345 Organic Chemistry I,16 Lab,03371,W14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,W14.40-17,ARR ARR, ,""
CHEM,345 Organic Chemistry I,17 Lab,03372,M14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,M14.40-17,ARR ARR, ,""
CHEM,345 Organic Chemistry I,18 Lab,03373,W18.10-18.40,FLMA 438
CHEM,345 Organic Chemistry I,W18.40-21,ARR ARR, ,""
CHEM,345 Organic Chemistry I,19 Lab,03374,W14.10-14.40,FLMA 438
CHEM,345 Organic Chemistry I,W14.40-17,ARR ARR, ,""
CHEM,348 Organic Chemistry II and Problem Solving,01 Lab,03376,W15.10-17,WEBS 16
CHEM,348 Organic Chemistry II and Problem Solving,02 Lab,03377,TH14.55-16.45,TODD 304
CHEM,348 Organic Chemistry II and Problem Solving,03 Lab,03378,F10.10-12,TODD 304
CHEM,348 Organic Chemistry II and Problem Solving,04 Lab,03379,W14.10-16,CUE 218
CHEM,348 Organic Chemistry II and Problem Solving,05 Lab,03380,W15.10-17,TODD 211
CHEM,348 Organic Chemistry II and Problem Solving,06 Lab,03381,W16.10-18,TODD 304
CHEM,348 Organic Chemistry II and Problem Solving,07 Lab,03382,TH13.30-15.20,CUE 412
CHEM,348 Organic Chemistry II and Problem Solving,08 Lab,03399,TH14.55-16.45,TODD 211
CHEM,348 Organic Chemistry II and Problem Solving,09 Lab,03462,F11.10-13,CUE 216
CHEM,348 Organic Chemistry II and Problem Solving,10 Lab,16232,F10.10-12,CUE 318
CHEM,398 Undergraduate Seminar,01,03408,TH12.05-12.55,TDAD 276
CHEM,401 Modern Inorganic Chemistry,01,03383,"M,W,F8.10-9",FLMA 225
CHEM,426 [M] Quantitative Instrumental Analysis Laboratory,01,03384,"TU,TH13.30-16.20",FULM 219
CHEM,490 Current Topics in Chemistry,01,03400,W14.10-16,CUE 219
CHEM,495 Directed Research,01,03385,ARRGT,ARR ARR
CHEM,499 Special Problems,01,03386,ARRGT,ARR ARR
CHEM,501 Advanced Inorganic Chemistry I,01,03467,"M,W,F8.10-9",CUE 419
CHEM,503 Advanced Topics in Inorganic Chemistry,01,03403,ARRGT,ARR ARR
CHEM,517 Chromatography,01,03460,"TU,TH12.30-13.20",SPRK G0010
CHEM,520 Advanced Analytical Chemistry,01,03405,ARRGT,ARR ARR
CHEM,531 Advanced Physical Chemistry I,01,03401,"TU,TH12.05-13.20",TROY G0005
CHEM,532 Advanced Physical Chemistry II,01,03387,"M,W,F12.10-13",TROY G0005
CHEM,544 Advanced Topics in Organic Chemistry,01,03471,"M,W,F12.10-13",FLMA 432
CHEM,555 Teaching Chemistry,01,03390,M17.10-18,ARR ARR
CHEM,590 Introduction to Research Topics,01,03391,F13.10-14,FLMA 438
CHEM,591 Seminar in Inorganic Chemistry,01,03457,F15.10-16,FLMA 438
CHEM,592 Seminar in Analytical Chemistry,01,03392,F15.10-16,TROY G0005
CHEM,593 Seminar in Physical Chemistry,01,03260,F16.10-17,FLMA 150
CHEM,594 Seminar in Organic Chemistry,01,03393,TU12.30-13.20,ARR ARR
CHEM,"700 Master's Research, Thesis, and/or Examination",01,03394,ARRGT,ARR ARR
CHEM,"702 Master's Special Problems, Directed Study, and/or Examination",01,03395,ARRGT,ARR ARR
CHEM,"800 Doctoral Research, Dissertation, and/or Examination",01,03396,ARRGT,ARR ARR
CHINESE,101 First Semester,01,09528,"M,TU,W,TH9.10-10",ARR ARR
CHINESE,105 Elementary Conversation,01,08335,F11.10-12,THOM 119
CHINESE,121 [HUM] Modern Chinese Culture,01,08338,"TU,TH10.35-11.50",TDAD 276
CHINESE,203 Third Semester,01 Lab,05697,ARRGT,ARR ARR
CHINESE,205 Intermediate Conversation I,01,08339,F12.10-13,THOM 19
CHINESE,305 Intermediate Conversation II,01,08340,ARRGT,ARR ARR
CHINESE,306 Intermediate Reading and Translation,01,09530,"M,W,F13.10-14",AVER 106
CHINESE,322 [DIVR] Ecology in East Asian Cultures,01,09094,"TU,TH14.55-16.10",HLD G0003
CHINESE,499 Special Problems,01,09377,ARRGT,ARR ARR
COM,100 Grammar and Editing for Communication,01,07660,"M,W,F12.10-13",GTZN 1
COM,100 Grammar and Editing for Communication,01 Lab,07719,ARRGT,ARR ARR
COM,101 [SSCI] Media and Society,04,15964,ARRGT,ARR ARR
COM,105 [HUM] Communication in Global Contexts,03,15966,ARRGT,ARR ARR
COM,138 Introduction to Communication,04,16346,ARRGT,ARR ARR
COM,138 Introduction to Communication,05,16347,ARRGT,ARR ARR
COM,225 Sports and the Media,02,16348,ARRGT,ARR ARR
COM,300 [M] Writing in Communication,12,09286,ARRGT,ARR ARR
COM,309 Quantitative Research Methods,03,16349,ARRGT,ARR ARR
COM,415 Media Law,01,07212,ARRGT,ARR ARR
COM,420 New Communication Technologies,01,06929,ARRGT,ARR ARR
COM,464 Gender and the Media,01,07609,ARRGT,ARR ARR
COM,475 Communication Seminar,02,09142,ARRGT,ARR ARR
COM,475 Communication Seminar,03,09143,"TU,TH7.45-9",GTZN 117
COM,479 Youth and the Media,01,06934,ARRGT,ARR ARR
COM,495 Communication Professional Internship,01,06935,ARRGT,ARR ARR
COM,497 Practicum in Communication,01,08096,"TU,TH14.55-16.10",GTZN 117
COM,497 Practicum in Communication,02,08097,ARRGT,ARR ARR
COM,497 Practicum in Communication,03,08098,ARRGT,ARR ARR
COM,497 Practicum in Communication,04,08252,ARRGT,ARR ARR
COM,497 Practicum in Communication,06,09901,"TU,TH9.10-10.25",SLOA 7
COM,499 Special Problems,01,06936,ARRGT,ARR ARR
COM,500 Communication Colloquium,01,06937,M12.10-13,GTZN 220
COM,504 Instructional Practicum,01,06938,ARRGT,ARR ARR
COM,504 Instructional Practicum,02,06939,ARRGT,ARR ARR
COM,509 Quantitative Research,01,06940,M16.15-19,SPRK 333
COM,550 Micro Media/Communication Theories,01,15271,W16.15-19.05,SPRK 323
COM,580 Topics in Communication,01,07612,TH15.15-18.05,CARP 101
COM,600 Special Projects or Independent Study,01,06942,ARRGT,ARR ARR
COM,"700 Master's Research, Thesis, and/or Examination",01,06943,ARRGT,ARR ARR
COM,"702 Master's Special Problems, Directed Study, and/or Examination",01,06944,ARRGT,ARR ARR
COM,"800 Doctoral Research, Dissertation, and/or Examination",01,06945,ARRGT,ARR ARR
COMHLTH,571 Communicating Health in Practice,01,09958,ARRGT,ARR ARR
COMHLTH,572 Communicating Health to Specialized Populations,01,15169,ARRGT,ARR ARR
COMJOUR,150 Introduction to Broadcast Equipment,01,05892,"TU,TH12.05-13.20",SPRK 333
COMJOUR,275 Communication Seminar,01,15264,"M,W,F8.10-9",SPRK 227
COMJOUR,275 Communication Seminar,02,15265,"M,W,F9.10-10",SPRK 327
COMJOUR,335 Broadcast News Reporting,01 Lab,05899,ARRGT,ARR ARR
COMJOUR,350 News and Society,01,09069,ARRGT,ARR ARR
COMJOUR,355 Beginning Television Production,01,05901,"M,W8.30-9.20",SPRK 233
COMJOUR,355 Beginning Television Production,01 Lab,05902,"M,W9.30-12",THOM 21
COMJOUR,360 Writing for Television,01,05903,ARRGT,ARR ARR
COMJOUR,360 Writing for Television,01 Lab,05904,ARRGT,ARR ARR
COMJOUR,390 Video for the Web,01 Lab,05906,ARRGT,ARR ARR
COMJOUR,390 Video for the Web,02 Lab,09242,ARRGT,ARR ARR
COMJOUR,455 Advanced Television Production,01,05908,"M,W11.10-12.25",GTZN 117
COMJOUR,455 Advanced Television Production,01 Lab,05909,"M,TU,W,TH16.10-18.30",JKSN 161
COMJOUR,455 Advanced Television Production,F11.10-13.25,JKSN 161, ,""
COMJOUR,465 [M] Advanced Television News,01,12065,"M,W12.10-13",TODD 120
COMJOUR,465 [M] Advanced Television News,"M,W14.10-18.10",JKSN 52, ,""
COMJOUR,465 [M] Advanced Television News,F9-13,TODD 125, ,""
COMJOUR,465 [M] Advanced Television News,02,09144,"M,W12.10-13",JKSN 52
COMJOUR,465 [M] Advanced Television News,"TU,TH14.10-18.10",JKSN 52, ,""
COMJOUR,465 [M] Advanced Television News,F9-13,JKSN 52, ,""
COMJOUR,487 Sports Journalism,01,09248,"TU,TH12.05-13.20",GTZN 123
COMJOUR,499 Special Problems,01,05913,ARRGT,ARR ARR
COMSOC,301 Foundations of Persuasion,02,08554,ARRGT,ARR ARR
COMSOC,301 Foundations of Persuasion,04,16350,ARRGT,ARR ARR
COMSOC,321 [DIVR] Intercultural Communication,02,16351,ARRGT,ARR ARR
COMSOC,421 [CAPS] Intercultural Communication and Globalization,02,09959,ARRGT,ARR ARR
COMSOC,421 [CAPS] Intercultural Communication and Globalization,03,16353,ARRGT,ARR ARR
COMSOC,499 Special Problems,01,07540,ARRGT,ARR ARR
COMSTRAT,312 Principles of Public Relations,02,08568,ARRGT,ARR ARR
COMSTRAT,312 Principles of Public Relations,03,16354,ARRGT,ARR ARR
COMSTRAT,380 Advertising Principles and Practices,02,05880,ARRGT,ARR ARR
COMSTRAT,380 Advertising Principles and Practices,03,16355,ARRGT,ARR ARR
COMSTRAT,381 [M] Creative Media Strategies and Techniques for Advertising,01,05881,"M,W,F10.10-11",SPRK 333
COMSTRAT,381 [M] Creative Media Strategies and Techniques for Advertising,02,05882,"M,W,F14.10-15",BRYN 305
COMSTRAT,381 [M] Creative Media Strategies and Techniques for Advertising,03,08874,"TU,TH9.10-10.25",GTZN 117
COMSTRAT,383 [M] Media Strategies and Techniques for Public Relations,01,05884,"M,W,F8.10-9",SPRK 323
COMSTRAT,383 [M] Media Strategies and Techniques for Public Relations,02,05885,"M,W,F9.10-10",SPRK 235
COMSTRAT,475 Strategic Communication Seminar in Public Relations,01,15272,"TU,TH14.55-16.10",BRYN 305
COMSTRAT,476 Consumer Insights and Branding,02,10013,ARRGT,ARR ARR
COMSTRAT,480 [M] Advertising Agency Operation and Campaigns,01,12043,"TU,TH10.35-11.50",TODD 204
COMSTRAT,480 [M] Advertising Agency Operation and Campaigns,02,05888,"TU,TH12.05-13.20",GTZN 117
COMSTRAT,485 [M] Public Relations Management and Campaigns,02,05890,"M,W,F11.10-12",GTZN 1
COMSTRAT,485 [M] Public Relations Management and Campaigns,03,07985,"TU,TH13.30-14.45",""
COMSTRAT,499 Special Problems,01,05891,ARRGT,ARR ARR
CON_E,360 Heavy Construction Estimating I,01,09015,"M,W11.10-12",SLOA 38
CON_E,360 Heavy Construction Estimating I,01 Lab,09016,TH10.10-11.50,SLOA 38
COUN_PSY,597 Counseling Psychology Internship,01,06449,ARRGT,ARR ARR
COUN_PSY,600 Special Projects or Independent Study,01,06450,ARRGT,ARR ARR
COUN_PSY,"800 Doctoral Research, Dissertation, and/or Examination",01,06452,ARRGT,ARR ARR
CPT_S,111 [QUAN] Introduction to Computer Programming,01 Lab,07093,W17.10-20,""
CPT_S,111 [QUAN] Introduction to Computer Programming,02 Lab,07094,TH7.45-10.35,""
CPT_S,111 [QUAN] Introduction to Computer Programming,03 Lab,07095,TH10.35-13.25,""
CPT_S,111 [QUAN] Introduction to Computer Programming,04 Lab,07096,TH13.30-16.20,""
CPT_S,111 [QUAN] Introduction to Computer Programming,05 Lab,07097,TH16.20-19.10,""
CPT_S,111 [QUAN] Introduction to Computer Programming,06 Lab,07098,F11.10-14,""
CPT_S,111 [QUAN] Introduction to Computer Programming,07 Lab,07099,F14.10-17,""
CPT_S,111 [QUAN] Introduction to Computer Programming,08 Lab,07100,F17.10-20,""
CPT_S,121 Program Design and Development C/C++,01 Lab,07102,TU7.45-10.35,CARP 101
CPT_S,121 Program Design and Development C/C++,02 Lab,07103,TU10.35-13.25,SLOA 175
CPT_S,121 Program Design and Development C/C++,03 Lab,07104,TU13.30-16.20,SLOA 9
CPT_S,121 Program Design and Development C/C++,04 Lab,07105,TU16.20-19.10,SLOA 9
CPT_S,121 Program Design and Development C/C++,05 Lab,07106,W8.10-11,SLOA 175
CPT_S,121 Program Design and Development C/C++,06 Lab,07107,W11.10-14,SLOA 9
CPT_S,121 Program Design and Development C/C++,07 Lab,07108,W14.10-17,SLOA 9
CPT_S,121 Program Design and Development C/C++,08 Lab,07109,W17.10-20,SLOA 7
CPT_S,121 Program Design and Development C/C++,09 Lab,07110,TH7.45-10.35,CARP 101
CPT_S,121 Program Design and Development C/C++,10 Lab,07111,TH10.35-13.25,CARP 102
CPT_S,121 Program Design and Development C/C++,11 Lab,07112,TH13.30-16.20,SLOA 9
CPT_S,121 Program Design and Development C/C++,12 Lab,07113,TH16.20-19.10,CUE 416
CPT_S,121 Program Design and Development C/C++,13 Lab,07959,F8.10-11,SLOA 175
CPT_S,121 Program Design and Development C/C++,14 Lab,07960,F11.10-14,CARP 101
CPT_S,121 Program Design and Development C/C++,15 Lab,08334,F14.10-17,SLOA 7
CPT_S,121 Program Design and Development C/C++,16 Lab,08236,F17.10-20,SLOA 9
CPT_S,121 Program Design and Development C/C++,17 Lab,08237,W8.10-11,CARP 102
CPT_S,121 Program Design and Development C/C++,18 Lab,08849,W14.10-17,SLOA 7
CPT_S,121 Program Design and Development C/C++,19 Lab,08850,W17.10-20,SLOA 9
CPT_S,121 Program Design and Development C/C++,20 Lab,08851,F8.10-11,CARP 102
CPT_S,121 Program Design and Development C/C++,21 Lab,08904,F14.10-17,SLOA 9
CPT_S,122 Data Structures C/C++,01 Lab,07115,TU7.45-10.35,SLOA 9
CPT_S,122 Data Structures C/C++,02 Lab,07116,TU10.35-13.25,CARP 102
CPT_S,122 Data Structures C/C++,03 Lab,07117,TU13.30-16.20,SLOA 7
CPT_S,122 Data Structures C/C++,04 Lab,07118,TU16.20-19.10,SLOA 7
CPT_S,122 Data Structures C/C++,05 Lab,07119,W11.10-14,SLOA 46
CPT_S,122 Data Structures C/C++,06 Lab,07120,TH7.45-10.35,SLOA 9
CPT_S,122 Data Structures C/C++,07 Lab,07121,TH10.35-13.25,SLOA 175
CPT_S,122 Data Structures C/C++,08 Lab,07122,TH13.30-16.20,SLOA 7
CPT_S,122 Data Structures C/C++,09 Lab,08825,TH16.20-19.10,CUE 412
CPT_S,122 Data Structures C/C++,10 Lab,09372,F11.10-14,SLOA 9
CPT_S,122 Data Structures C/C++,11 Lab,09373,F17.10-20,SLOA 7
CPT_S,131 Program Design and Development Java,02,15501,"M,W,F8.10-9",SPRK G0045
CPT_S,131 Program Design and Development Java,02 Lab,15502,ARRGT,ARR ARR
CPT_S,215 Data Analytics Systems and Algorithms,02,15503,"TU,TH7.45-9",SPRK 335
CPT_S,233 Advanced Data Structures Java,01,07947,"M,W,F13.10-14",""
CPT_S,315 Introduction to Data Mining,01,09211,ARRGT,ARR ARR
CPT_S,370 Systems Programming Java,01,08970,"TU,TH10.35-11.50",EME B0046
CPT_S,370 Systems Programming Java,01 Lab,08971,W19.10-22,EME B0046
CPT_S,421 Software Design Project I,01 Lab,09483,ARRGT,ARR ARR
CPT_S,423 [CAPS] Software Design Project II,01 Lab,07133,ARRGT,ARR ARR
CPT_S,430 Numerical Analysis,02,16041,"TU,TH10.35-11.50",SPRK 227
CPT_S,453 Graph Theory,01,05319,"M,W,F14.10-15",""
CPT_S,484 Software Requirements,01,09092,ARRGT,ARR ARR
CPT_S,488 Professional Practice Coop/Internship I,01,08043,ARRGT,ARR ARR
CPT_S,499 Special Problems,01,07141,ARRGT,ARR ARR
CPT_S,515 Advanced Algorithms,01,08180,ARRGT,ARR ARR
CPT_S,515 Advanced Algorithms,02,09749,"M,W,F10.10-11",AMS PUL
CPT_S,530 Numerical Analysis,02,16042,"TU,TH10.35-11.50",SPRK 227
CPT_S,553 Graph Theory,01,05320,"M,W,F14.10-15",""
CPT_S,581 Software Maintenance,01,09170,ARRGT,ARR ARR
CPT_S,595 Directed Study in Computer Science,01,07144,ARRGT,ARR ARR
CPT_S,600 Special Projects or Independent Study,01,07145,ARRGT,ARR ARR
CPT_S,"700 Master's Research, Thesis, and/or Examination",01,07146,ARRGT,ARR ARR
CPT_S,"702 Master's Special Problems, Directed Study, and/or Examination",01,07147,ARRGT,ARR ARR
CPT_S,"800 Doctoral Research, Dissertation, and/or Examination",01,07148,ARRGT,ARR ARR
CRM_J,321 Quantitative Methods for Criminal Justice,01,09490,ARRGT,ARR ARR
CRM_J,380 Criminal Courts in America,01,11895,"M,W,F9.10-10",WEBS 16
CRM_J,490 Criminal Justice Internship,02,06561,ARRGT,ARR ARR
CRM_J,490 Criminal Justice Internship,03,08078,ARRGT,ARR ARR
CRM_J,499 Special Problems,03,08617,ARRGT,ARR ARR
CRM_J,499 Special Problems,04,09429,ARRGT,ARR ARR
CRM_J,514 Professional Development in Criminal Justice and Criminology,01,07877,W11.10-12,WLSH 101
CRM_J,600 Special Projects or Independent Study,01,06568,ARRGT,ARR ARR
CRM_J,"702 Master's Special Problems, Directed Study, and/or Examination",01,06569,ARRGT,ARR ARR
CRM_J,"800 Doctoral Research, Dissertation, and/or Examination",01,06570,ARRGT,ARR ARR
CROP_SCI,102 Introduction to Cultivated Plants,01,06333,"M,W,F11.10-12",SPRK G0045
CROP_SCI,305 Ecology and Management of Weeds,01,06111,"TU,TH8.10-9",JSNH 204
CROP_SCI,305 Ecology and Management of Weeds,01 Lab,06112,TU16.20-19.10,WLSH 13
CROP_SCI,305 Ecology and Management of Weeds,02 Lab,06113,TU13.30-16.10,TODD 430
CROP_SCI,403 Advanced Cropping Systems,01,06114,"TU,TH13.30-14.45",JSNH 204
CROP_SCI,403 Advanced Cropping Systems,02,08503,"TU,TH13.30-14.45",AMS PUL
CROP_SCI,403 Advanced Cropping Systems,03,08504,"TU,TH13.30-14.45",AMS PUL
CROP_SCI,403 Advanced Cropping Systems,04,08505,"TU,TH13.30-14.45",AMS PUL
CROP_SCI,411 [M] Crop Environment Interactions,01,06124,"M,W,F10.10-11",JSNH 204
CROP_SCI,411 [M] Crop Environment Interactions,02,06125,"M,W,F10.10-11",AMS PUL
CROP_SCI,411 [M] Crop Environment Interactions,03,08830,"M,W,F10.10-11",AMS PUL
CROP_SCI,480 Plant Genomics and Biotechnology,02,07907,"TU,TH16.20-17.35",AMS PUL
CROP_SCI,480 Plant Genomics and Biotechnology,03,07908,"TU,TH16.20-17.35",AMS PUL
CROP_SCI,480 Plant Genomics and Biotechnology,04,07909,"TU,TH16.20-17.35",AMS PUL
CROP_SCI,480 Plant Genomics and Biotechnology,05,07910,"TU,TH16.20-17.35",AMS PUL
CROP_SCI,495 Research Experience,01,06126,ARRGT,ARR ARR
CROP_SCI,498 Professional Internship,01,06129,ARRGT,ARR ARR
CROP_SCI,499 Special Problems,01,06130,ARRGT,ARR ARR
CROP_SCI,503 Advanced Cropping Systems,01,06116,"TU,TH13.30-14.45",JSNH 204
CROP_SCI,503 Advanced Cropping Systems,02,06118,"TU,TH13.30-14.45",AMS PUL
CROP_SCI,503 Advanced Cropping Systems,03,06120,"TU,TH13.30-14.45",AMS PUL
CROP_SCI,503 Advanced Cropping Systems,04,06122,"TU,TH13.30-14.45",AMS PUL
CROP_SCI,506 Research Presentations,01,09764,W15.10-17.40,JSNH 204
CROP_SCI,506 Research Presentations,02,09765,W15.10-17.40,AMS PUL
CROP_SCI,506 Research Presentations,03,09766,W15.10-17.40,AMS PUL
CROP_SCI,506 Research Presentations,04,09767,W15.10-17.40,AMS PUL
CROP_SCI,510 Seminar,02,06136,M13.10-14,AMS PUL
CROP_SCI,510 Seminar,03,06137,M13.10-14,AMS PUL
CROP_SCI,510 Seminar,04,06138,M13.10-14,AMS PUL
CROP_SCI,510 Seminar,05,08051,M13.10-14,AMS PUL
CROP_SCI,512 Topics in Crop Science,01,06139,ARRGT,ARR ARR
CROP_SCI,600 Special Projects or Independent Study,01,06140,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",01,06141,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",02,06142,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",03,06143,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",04,06144,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",06,06145,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",07,06146,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",08,06147,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",09,06148,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",10,07812,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",11,07839,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",12,07940,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",13,07941,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",14,07942,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",15,08346,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",16,08647,ARRGT,ARR ARR
CROP_SCI,"700 Master's Research, Thesis, and/or Examination",17,09364,ARRGT,ARR ARR
CROP_SCI,"702 Master's Special Problems, Directed Study, and/or Examination",01,06149,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",01,06150,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",02,06151,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",03,06152,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",04,06153,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",05,06154,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",06,06155,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",07,06156,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",08,06157,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",09,06158,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",10,06159,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",11,06160,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",12,06161,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",13,06162,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",14,06163,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",15,06164,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",16,06165,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",17,06166,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",18,06167,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",19,06168,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",20,07772,ARRGT,ARR ARR
CROP_SCI,"800 Doctoral Research, Dissertation, and/or Examination",21,09365,ARRGT,ARR ARR
CSSTE,"532 Gender, Power, and Education",01,09247,TH17.10-20,CLEV 221
CSSTE,"800 Doctoral Research, Dissertation, and/or Examination",01,08627,ARRGT,ARR ARR
CST_M,495 Seminar in Construction Management,01,05747,ARRGT,ARR ARR
CST_M,495 Seminar in Construction Management,02,05748,ARRGT,ARR ARR
CST_M,495 Seminar in Construction Management,03,05749,ARRGT,ARR ARR
CST_M,495 Seminar in Construction Management,04,10027,ARRGT,ARR ARR
DATA,115 Introduction to Data Analytics,01,08332,ARRGT,ARR ARR
DATA,115 Introduction to Data Analytics,02,09265,"TU,TH12.05-13.20",SPRK 212
DTC,101 [ARTS] Introduction to Digital Technology & Culture,01,05111,"M,W,F9.10-10",SPRK 223
DTC,101 [ARTS] Introduction to Digital Technology & Culture,06,09335,"M,W,F13.10-14",BRYN 404
DTC,101 [ARTS] Introduction to Digital Technology & Culture,08,09866,"M,W,F14.10-15",SPRK 339
DTC,201 [ARTS] Tools and Methods for Digital Technology,01,07518,"M,W,F11.10-12",SPRK 210
DTC,201 [ARTS] Tools and Methods for Digital Technology,03,07760,"TU,TH12.05-13.20",SPRK 210
DTC,201 [ARTS] Tools and Methods for Digital Technology,04,08016,"M,W,F13.10-14",SPRK 210
DTC,206 [DIVR] Digital Inclusion,01,09118,"M,W,F12.10-13",SPRK G0010
DTC,206 [DIVR] Digital Inclusion,02,09119,"M,W,F13.10-14",SPRK G0010
DTC,331 Social Media Practices,01,12014,"TU,TH13.30-14.45",HOLL 420NE
DTC,335 3D Digital Animation,01,05113,"TU,TH9.10-10",AVER 101
DTC,335 3D Digital Animation,02,05114,"TU,TH13.30-14.20",AVER 101
DTC,335 3D Digital Animation,01 Lab,05115,"TU,TH10.35-11.25",AVER 101
DTC,335 3D Digital Animation,02 Lab,12020,"TU,TH14.30-15.20",AVER 101
DTC,354 Digital Storytelling,01,07521,"M,W,F12.10-13",BRYN 404
DTC,354 Digital Storytelling,02,07523,"M,W,F14.10-15",SPRK 223
DTC,356 [M] Information Structures,01,07527,"M,W,F13.10-14",SPRK 235
DTC,"375 [M] Language, Texts and Technology",02,15361,"TU,TH10.35-11.50",SPRK 235
DTC,475 [DIVR] Digital Diversity,02,08810,ARRGT,ARR ARR
DTC,476 Digital Literacies,01,11907,"TU,TH9.10-10.25",SPRK 223
DTC,498 Internship,02,09802,ARRGT,ARR ARR
DTC,499 Special Problems,01,12041,ARRGT,ARR ARR
E_A,300 Educ Abroad,01,04912,ARRGT,ARR ARR
E_A,301 Educ Abroad,01,04913,ARRGT,ARR ARR
E_E,262 Electrical Circuits Laboratory I,01,04431,W9.10-12,EME 34
E_E,262 Electrical Circuits Laboratory I,02,04432,W15.10-18,EME 34
E_E,262 Electrical Circuits Laboratory I,03,08917,F9.10-12,EME 34
E_E,262 Electrical Circuits Laboratory I,04,09556,F15.10-18,EME 34
E_E,321 Electrical Circuits II,01,05597,"M,W,F13.10-14",SPRK 335
E_E,352 [M] Electrical Engineering Laboratory I,01 Lab,05605,"TU,TH12.05-14.55",EME 34
E_E,352 [M] Electrical Engineering Laboratory I,02 Lab,05606,"TU,TH14.55-17.45",EME 34
E_E,415 Design Project Management,01 Lab,05612,ARRGT,ARR ARR
E_E,416 [CAPS] [M] Electrical Engineering Design,01 Lab,05614,ARRGT,ARR ARR
E_E,432 RF Engineering for Telecommunications,01,05615,"M,W,F10.10-11",SPRK 233
E_E,432 RF Engineering for Telecommunications,01 Lab,05616,ARRGT,ARR ARR
E_E,464 Digital Signal Processing I,01,05617,"TU,TH12.05-13.20",SPRK 233
E_E,488 Professional Practice Coop/Internship I,01,08044,ARRGT,ARR ARR
E_E,492 Renewable Energy Sources,01 Lab,15417,ARRGT,ARR ARR
E_E,499 Special Problems,01,05621,ARRGT,ARR ARR
E_E,595 Directed Study in Electrical Engineering,02,09908,ARRGT,ARR ARR
E_E,600 Special Projects or Independent Study,01,05629,ARRGT,ARR ARR
