Prefix,Course Number,Course Title,Section,Class Number,Credit,Days & Times,Bldg & Room
MED_CLIN,534,Sub Internship in Pediatrics,03,15125,4,ARRGT,ARR ARR
MED_CLIN,535,Sub Internship in Psychiatry,01,15135,4,ARRGT,ARR ARR
MED_CLIN,535,Sub Internship in Psychiatry,02,15136,4,ARRGT,ARR ARR
MED_CLIN,535,Sub Internship in Psychiatry,03,15137,4,ARRGT,ARR ARR
MED_CLIN,536,Sub Internship in Obstetrics and Gynecology,01,15164,4,ARRGT,ARR ARR
MED_CLIN,536,Sub Internship in Obstetrics and Gynecology,02,15165,4,ARRGT,ARR ARR
MED_CLIN,536,Sub Internship in Obstetrics and Gynecology,03,15166,4,ARRGT,ARR ARR
MED_CLIN,537,Clinical Rotation in Emergency Medicine,01,15181,4,ARRGT,ARR ARR
MED_CLIN,537,Clinical Rotation in Emergency Medicine,02,15182,4,ARRGT,ARR ARR
MED_CLIN,537,Clinical Rotation in Emergency Medicine,03,15183,4,ARRGT,ARR ARR
MED_CLIN,538,Clinical Rotation in Rural Medicine,01,15195,4,ARRGT,ARR ARR
MED_CLIN,538,Clinical Rotation in Rural Medicine,02,15196,4,ARRGT,ARR ARR
MED_CLIN,538,Clinical Rotation in Rural Medicine,03,15197,4,ARRGT,ARR ARR
MED_CLIN,539,Clinical Rotation in Underserved Medicine,01,15207,4,ARRGT,ARR ARR
MED_CLIN,539,Clinical Rotation in Underserved Medicine,02,15208,4,ARRGT,ARR ARR
MED_CLIN,539,Clinical Rotation in Underserved Medicine,03,15209,4,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,01,15219,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,02,15220,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,03,15221,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,04,15749,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,05,15933,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,06,15935,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,07,15936,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,08,15937,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,09,15938,V,ARRGT,ARR ARR
MED_CLIN,541,Clinical Rotation in Imaging/Radiology,10,15939,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,01,15231,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,02,15232,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,03,15233,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,04,15776,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,05,15777,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,06,15778,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,07,15779,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,08,15780,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,09,15781,V,ARRGT,ARR ARR
MED_CLIN,542,Clinical Rotation in Dermatology,10,15782,V,ARRGT,ARR ARR
MED_ETH,500,Conceptual Foundations of Bioethics,01,13149,3,ARRGT,ARR ARR
MED_ETH,500,Conceptual Foundations of Bioethics,02,13461,3,ARRGT,ARR ARR
MED_ETH,510,Seminar in Conceptual Bioethics,01,13166,3,ARRGT,ARR ARR
MED_ETH,510,Seminar in Conceptual Bioethics,02,13466,3,ARRGT,ARR ARR
MED_FMS,501,Foundations of Medical Science I,01,15572,14,ARRGT,ARR ARR
MED_FMS,501,Foundations of Medical Science I,01 Lab,15573,0,ARRGT,ARR ARR
MED_FMS,509,Special Topics in Medicine,01,14638,V,TU17.30-19.30,ARR ARR
MED_FMS,511,Foundations of Medical Science IV,01,15567,13,ARRGT,ARR ARR
MED_FMS,511,Foundations of Medical Science IV,01 Lab,15568,0,ARRGT,ARR ARR
MED_LMH,501,Understanding Yourself as a Physician Leader,01,15571,1,ARRGT,ARR ARR
MED_LMH,511,Leadership and Management in Healthcare: Microsystem to Macrosystem,01,15570,1,ARRGT,ARR ARR
MED_LMH,521,Quality and Safety in Healthcare: Medical Errors,01,15566,1,ARRGT,ARR ARR
MED_LMH,531,Personal Leadership Development I,01,16303,1,ARRGT,ARR ARR
MIT,511,"Methods for Teaching English Language Learners, K-12",01,14764,2,M15.10-17,ARR ARR
MIT,530,Elementary School Social Studies Methods,01,14765,3,ARRGT,ARR ARR
MIT,532,Literacy Development II,01,14766,3,TH17.15-20.05,AMS SPK
MIT,533,Elementary School Mathematics Methods,01,14767,3,W16.10-19,ARR ARR
MIT,534,Elementary School Science Methods,01,14768,3,TU16.10-19,ARR ARR
MIT,550,Seminar in Middle Level Education,01,14769,3,W16.10-19,AMS SPK
MIT,552,Multicultural Education in a Global Society,01,14770,3,W13.10-16,AMS SPK
MIT,571,Pre-internship and Seminar,01,14771,2,M13.10-15,AMS SPK
MIT,571,Pre-internship and Seminar,"","","",M13.10-15,AMS SPK
MIT,571,Pre-internship and Seminar,"","","",M13.10-15,AMS SPK
MIT,571,Pre-internship and Seminar,"","","",M13.10-15,AMS SPK
MIT,571,Pre-internship and Seminar,02,16409,2,ARRGT,ARR ARR
MIT,571,Pre-internship and Seminar,01 Lab,14772,0,ARRGT,ARR ARR
MIT,571,Pre-internship and Seminar,02 Lab,16445,0,ARRGT,ARR ARR
MIT,702,"Master's Special Problems, Directed Study, and/or Examination",01,16417,V,ARRGT,ARR ARR
NEP,320,Strength Training and Conditioning; Theory and Application,01,14956,3,"M,W8.10-9",SAC 347
NEP,320,Strength Training and Conditioning; Theory and Application,01 Lab,14992,0,TU9.10-10.50,SHER 328
NEP,320,Strength Training and Conditioning; Theory and Application,02 Lab,14993,0,TU11.10-12.50,SHER 328
NEP,320,Strength Training and Conditioning; Theory and Application,03 Lab,16362,0,TU13.10-14.50,SHER 328
NEP,320,Strength Training and Conditioning; Theory and Application,04 Lab,16363,0,TU15.10-16.50,SHER 328
NEP,340,Essentials of Food Preparation for Health Sciences,01,14957,3,M13.10-15,ARR ARR
NEP,340,Essentials of Food Preparation for Health Sciences,01 Lab,14994,0,F10.10-13,SHSB 338
NEP,362,Biomechanical Analysis,01,14958,3,"TU,TH18.10-19.25",ARR ARR
NEP,400,Macronutrient Metabolism,01,14990,3,"M,W11.10-12.25",ARR ARR
NEP,458,Nutrition Throughout the Life Cycle,01,15001,3,"TU,TH9.10-10.25",ARR ARR
NEP,463,Exercise Physiology,01,14991,4,"M,W9.10-10.25",SAC 345
NEP,463,Exercise Physiology,01 Lab,14996,0,TH9.10-10.50,SHER 301
NEP,463,Exercise Physiology,02 Lab,14997,0,TH11.10-12.50,SHER 301
NEP,463,Exercise Physiology,03 Lab,16364,0,TH13.10-14.50,SHER 301
NEP,463,Exercise Physiology,04 Lab,16365,0,TH15.10-16.50,SHER 301
NEP,477,Human Health Behavior and Behavioral Interventions,01,15005,3,"M,W9.10-10.25",SAC 347
NEP,478,Cardiopulmonary Physiology,01,15002,3,"TU,TH11.10-12",ARR ARR
NEP,478,Cardiopulmonary Physiology,01 Lab,15003,0,F9.10-12,SHER 301
NEP,479,Nutrition and Exercise Practicum I,01,14989,3,TU8.10-9,ARR ARR
NEP,479,Nutrition and Exercise Practicum I,01 Lab,14998,0,"M,W11.30-14.30",SHER 334
NEP,479,Nutrition and Exercise Practicum I,02 Lab,14999,0,"M,W15.30-18.30",SHER 334
NEP,489,NEP Internship and Professional Development Seminar,01,15000,3,TH14.10-16.40,ARR ARR
NEP,490,Exercise and Nutrition Internship,01,15029,V,ARRGT,ARR ARR
NEP,499,Special Problems,01,14107,V,ARRGT,ARR ARR
NEP,501,Community Supervised Practice,01,15013,5,M13.10-15,AMS ARR
NEP,501,Community Supervised Practice,"","","",W13.10-15,AMS SPK
NEP,501,Community Supervised Practice,"","","",TH14.10-18,ARR ARR
NEP,501,Community Supervised Practice,"","","",F11.10-12,AMS SPK
NEP,501,Community Supervised Practice,"","","",F11.10-12,AMS SPK
NEP,501,Community Supervised Practice,"","","",F11.10-12,AMS SPK
NEP,501,Community Supervised Practice,01 Lab,15152,0,ARRGT,ARR ARR
NEP,505,Graduate Seminar,01,15019,1,W14.10-15,ARR ARR
NEP,520,Research Methods in Nutrition and Exercise Physiology,01,15018,3,"TU,TH16.10-17.25",ARR ARR
NEP,537,Medical Nutrition Therapy I,01,15006,4,"M,W10.10-11.25",ARR ARR
NEP,537,Medical Nutrition Therapy I,01 Lab,15007,0,TH10.10-11.50,GUC SPK
NEP,537,Medical Nutrition Therapy I,02 Lab,15009,0,TH13.10-14.50,GUC SPK
NEP,537,Medical Nutrition Therapy I,03 Lab,16366,0,F10.10-11.50,GUC SPK
NEP,537,Medical Nutrition Therapy I,04 Lab,16367,0,F13.10-14.50,GUC SPK
NEP,540,Clinical Supervised Practice,01,15017,11,M9.10-15,ARR ARR
NEP,540,Clinical Supervised Practice,"","","",TU9.10-15,ARR ARR
NEP,540,Clinical Supervised Practice,"","","",W13.10-16,GUC SPK
NEP,540,Clinical Supervised Practice,01 Lab,15154,0,ARRGT,ARR ARR
NEP,551,Management Practices in Food Service,01,15011,5,TU9.10-12,ARR ARR
NEP,551,Management Practices in Food Service,"","","",TH9.10-12,ARR ARR
NEP,551,Management Practices in Food Service,"","","",F9.10-10.25,ARR ARR
NEP,551,Management Practices in Food Service,"","","",F9.10-10.25,ARR ARR
NEP,551,Management Practices in Food Service,"","","",F9.10-10.25,ARR ARR
NEP,551,Management Practices in Food Service,01 Lab,15149,0,ARRGT,ARR ARR
NEP,573,Nutrition in the Community,01,14145,2,TU13.10-15,SAC 347
NEP,580,Advanced Topics in Exercise Physiology and Nutrition,01,15023,3,"M,W10.10-11.25",ARR ARR
NEP,582,Advanced Exercise Physiology,01,15027,3,TH14.10-16.40,ARR ARR
NEP,586,Physical Activity Epidemiology and Public Health,01,15025,3,"TU,TH11.10-12.25",SAC 347
NEP,600,Special Projects or Independent Study,01,15030,V,ARRGT,ARR ARR
NEP,700,"Master's Research, Thesis, and/or Examination",01,15031,V,ARRGT,ARR ARR
NEP,701,Master's Independent Capstone Project and /or Examination,01,15032,V,ARRGT,ARR ARR
NEP,800,"Doctoral Research, Dissertation, and/or Examination",01,15033,V,ARRGT,ARR ARR
NEUROSCI,531,Neuroscience Laboratory Rotation,01,14646,1,ARRGT,""
NEUROSCI,540,Special Topics in Integrative Neuroscience,01,14641,V,"M,F9.10-10",SAC 341
NEUROSCI,540,Special Topics in Integrative Neuroscience,"","","",W8.10-10,SAC 341
NEUROSCI,540,Special Topics in Integrative Neuroscience,02,14642,V,"M,F9.10-10",SAC 341
NEUROSCI,540,Special Topics in Integrative Neuroscience,"","","",W8.10-10,SAC 341
NEUROSCI,540,Special Topics in Integrative Neuroscience,03,14643,V,"M,F9.10-10",SAC 341
NEUROSCI,540,Special Topics in Integrative Neuroscience,"","","",W8.10-10,SAC 341
NEUROSCI,542,Special Topics in Interdisciplinary Neuroscience,01,14644,V,"M,W10.10-11",SAC 341
NEUROSCI,542,Special Topics in Interdisciplinary Neuroscience,"","","",F10.10-12,SAC 341
NEUROSCI,542,Special Topics in Interdisciplinary Neuroscience,02,14645,V,"M,W10.10-11",SAC 341
NEUROSCI,542,Special Topics in Interdisciplinary Neuroscience,"","","",F10.10-12,SAC 341
NEUROSCI,542,Special Topics in Interdisciplinary Neuroscience,03,14648,V,"M,W10.10-11",SAC 341
NEUROSCI,542,Special Topics in Interdisciplinary Neuroscience,"","","",F10.10-12,SAC 341
NEUROSCI,563,Deconstruction of Research,01,14647,3,"TU,TH9.10-10.25",SAC 341
NEUROSCI,590,Seminar,01,14639,1,F12.10-13.30,SAC 341
NEUROSCI,800,"Doctoral Research, Dissertation, and/or Examination",01,14640,V,ARRGT,""
NURS,308,Professional Development I: Evidence Based Practice,01,13403,3,W10.30-13.30,AMS ARR
NURS,308,Professional Development I: Evidence Based Practice,02,13354,3,W10.30-13.30,AMS ARR
NURS,309,[M] Professional Development II: Ethical Reasoning and Decision Making Processes in Nursing,01,13217,3,TH13.10-16,AMS ARR
NURS,309,[M] Professional Development II: Ethical Reasoning and Decision Making Processes in Nursing,02,13218,3,TH13.10-16,AMS ARR
NURS,311,Pathophysiology and Pharmacology in Nursing,01,13215,4,W8.10-10,AMS ARR
NURS,311,Pathophysiology and Pharmacology in Nursing,"","","",F11.30-13.30,AMS ARR
NURS,311,Pathophysiology and Pharmacology in Nursing,02,13216,4,W8.10-10,AMS ARR
NURS,311,Pathophysiology and Pharmacology in Nursing,"","","",F11.30-13.30,AMS ARR
NURS,315,Nursing Practice: Health and Illness,01,13219,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,02,13220,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,03,13221,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,04,13222,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,05,13223,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,06,13224,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,07,13225,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,08,13226,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,09,13227,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,10,13228,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,11,13229,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,12,13230,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,13,13231,4,ARRGT,ARR ARR
NURS,315,Nursing Practice: Health and Illness,14,13232,4,ARRGT,ARR ARR
NURS,316,Introduction to Nursing Practice in Health and Illness: Theory,01,13233,2,TU13.10-15,AMS ARR
NURS,316,Introduction to Nursing Practice in Health and Illness: Theory,02,13234,2,TU13.10-15,AMS ARR
NURS,317,Health Assessment,01,13235,3,TU10.30-12.30,AMS ARR
NURS,317,Health Assessment,02,13236,3,TU10.30-12.30,AMS ARR
NURS,317,Health Assessment,01 Lab,13237,0,ARRGT,ARR ARR
NURS,317,Health Assessment,02 Lab,13238,0,ARRGT,ARR ARR
NURS,317,Health Assessment,03 Lab,13239,0,ARRGT,ARR ARR
NURS,317,Health Assessment,04 Lab,13240,0,ARRGT,ARR ARR
NURS,317,Health Assessment,05 Lab,13241,0,ARRGT,ARR ARR
NURS,317,Health Assessment,06 Lab,13242,0,ARRGT,ARR ARR
NURS,317,Health Assessment,07 Lab,13243,0,ARRGT,ARR ARR
NURS,317,Health Assessment,08 Lab,13244,0,ARRGT,ARR ARR
NURS,317,Health Assessment,09 Lab,13245,0,ARRGT,ARR ARR
NURS,317,Health Assessment,10 Lab,13246,0,ARRGT,ARR ARR
NURS,317,Health Assessment,11 Lab,13247,0,ARRGT,ARR ARR
NURS,317,Health Assessment,12 Lab,13248,0,ARRGT,ARR ARR
NURS,317,Health Assessment,13 Lab,13249,0,ARRGT,ARR ARR
NURS,317,Health Assessment,14 Lab,13250,0,ARRGT,ARR ARR
NURS,322,The Human Experience of Diversity and Health,01,13251,2,F8.10-10,AMS ARR
NURS,322,The Human Experience of Diversity and Health,02,13252,2,F8.10-10,AMS ARR
NURS,323,Nursing in the Genome Era,01,13253,2,M8.10-10,AMS ARR
NURS,323,Nursing in the Genome Era,02,13254,2,M8.10-10,AMS ARR
NURS,324,Nursing Concepts in Acute and Chronic Illness in the Adult,01,13255,4,M10.30-12.30,AMS ARR
NURS,324,Nursing Concepts in Acute and Chronic Illness in the Adult,"","","",F10.30-12.30,AMS ARR
NURS,324,Nursing Concepts in Acute and Chronic Illness in the Adult,02,13256,4,M10.30-12.30,AMS ARR
NURS,324,Nursing Concepts in Acute and Chronic Illness in the Adult,"","","",F10.30-12.30,AMS ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,01,13257,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,02,13258,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,03,13259,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,04,13260,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,05,13261,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,06,13262,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,07,13263,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,08,13264,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,09,13265,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,10,13266,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,11,13267,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,12,13268,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,13,13269,5,ARRGT,ARR ARR
NURS,325,Nursing Practice in Acute and Chronic Illness in Adults,14,13270,5,ARRGT,ARR ARR
NURS,328,Introduction to Gerontological Nursing,01,13271,2,TU8.10-10,AMS ARR
NURS,328,Introduction to Gerontological Nursing,02,13272,2,TU8.10-10,AMS ARR
NURS,360,Professional Nursing Concepts and Issues,01,13273,2,ARRGT,AMS SPK
NURS,360,Professional Nursing Concepts and Issues,02,13274,2,TU12-12,AMS ARR
NURS,365,Nursing Concepts: Assessment and Application of Physiological Concepts to Nursing Practice I,01,13275,2,ARRGT,AMS ARR
NURS,365,Nursing Concepts: Assessment and Application of Physiological Concepts to Nursing Practice I,02,13276,2,ARRGT,AMS ARR
NURS,400,[M] Nursing Research and Evidence-Based Practice,01,13277,3,ARRGT,AMS ARR
NURS,400,[M] Nursing Research and Evidence-Based Practice,02,13278,3,ARRGT,AMS ARR
NURS,405,Nursing Leadership,01,13279,2,ARRGT,AMS ARR
NURS,405,Nursing Leadership,02,13280,2,ARRGT,AMS ARR
NURS,408,Professional Development III: Leadership and Management,01,13281,3,TH9.10-12,AMS ARR
NURS,408,Professional Development III: Leadership and Management,02,13282,3,TH9.10-12,AMS ARR
NURS,409,Professional Development IV: Transition to Practice,01,13283,2,M13.10-16,AMS ARR
NURS,409,Professional Development IV: Transition to Practice,02,13284,2,M13.10-16,AMS ARR
NURS,412,Family and Community as a Context of Care,01,13285,1,F11.30-13,ARR ARR
NURS,412,Family and Community as a Context of Care,02,13286,1,F11.30-13,ARR ARR
NURS,412,Family and Community as a Context of Care,03,13287,1,F11.30-13,ARR ARR
NURS,412,Family and Community as a Context of Care,04,13288,1,F11.30-13,ARR ARR
NURS,412,Family and Community as a Context of Care,05,13289,1,F11.30-13,ARR ARR
NURS,414,Child and Family Health: Theory,01,13290,3,F8.10-11,AMS ARR
NURS,414,Child and Family Health: Theory,02,13291,3,F8.10-11,AMS ARR
NURS,415,Children and Families as the Focus of Nursing Care,01,13292,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,02,13293,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,03,13294,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,04,13295,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,05,13296,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,06,13297,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,07,13298,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,08,13299,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,09,13300,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,10,13301,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,11,13302,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,12,13382,2,ARRGT,ARR ARR
NURS,415,Children and Families as the Focus of Nursing Care,13,14051,2,ARRGT,ARR ARR
NURS,416,Childbearing Health of the Family,01,13303,3,TH13.10-16,AMS ARR
NURS,416,Childbearing Health of the Family,02,13304,3,TH13.10-16,AMS ARR
NURS,417,Nursing Care of Childbearing Families,01,13305,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,02,13306,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,03,13307,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,04,13308,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,05,13309,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,06,13310,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,07,13311,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,08,13312,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,09,13313,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,10,13314,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,11,13315,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,12,13370,2,ARRGT,ARR ARR
NURS,417,Nursing Care of Childbearing Families,13,14050,2,ARRGT,ARR ARR
NURS,424,Psychiatric/Mental Health Nursing Concepts,01,13316,3,M8.10-10,AMS ARR
NURS,424,Psychiatric/Mental Health Nursing Concepts,"","","",M10.30-12.30,AMS ARR
NURS,424,Psychiatric/Mental Health Nursing Concepts,02,13317,3,M8.10-10,AMS ARR
NURS,424,Psychiatric/Mental Health Nursing Concepts,"","","",M10.30-12.30,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,01,13318,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,02,13319,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,03,13320,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,04,13321,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,05,13322,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,06,13323,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,07,13324,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,08,13325,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,09,13326,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,10,13327,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,11,13365,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,12,13397,2,ARRGT,ARR ARR
NURS,425,Nursing Practice: Psychiatric/Mental Health,13,13410,2,ARRGT,ARR ARR
NURS,426,[M] Community Health Nursing Theory,01,13328,2,TH9.10-12,AMS ARR
NURS,426,[M] Community Health Nursing Theory,02,13329,2,TH9.10-12,AMS ARR
